<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.17	09:26:00	28205.18	28236.65	28203.33	28210.66	30	0	806
2026.02.17	09:27:00	28214.24	28262.68	28195.24	28251.45	30	0	806
2026.02.17	09:28:00	28247.85	28283.05	28247.85	28270.06	29	0	806
2026.02.17	09:29:00	28265.70	28285.58	28259.78	28283.36	30	0	806
2026.02.17	09:30:00	28286.90	28287.31	28249.42	28261.17	30	0	806
2026.02.17	09:31:00	28262.57	28282.95	28257.75	28258.83	30	0	806
2026.02.17	09:32:00	28260.46	28295.66	28244.10	28291.21	30	0	806
2026.02.17	09:33:00	28288.84	28312.06	28270.27	28280.53	30	0	806
2026.02.17	09:34:00	28279.92	28279.92	28239.15	28249.44	30	0	806
2026.02.17	09:35:00	28246.59	28258.51	28231.52	28247.57	29	0	806
2026.02.17	09:36:00	28247.53	28257.92	28232.34	28243.82	30	0	806
2026.02.17	09:37:00	28245.11	28245.11	28206.80	28231.32	30	0	806
2026.02.17	09:38:00	28234.88	28260.75	28207.99	28248.30	30	0	806
2026.02.17	09:39:00	28248.60	28263.62	28224.28	28241.25	30	0	806
2026.02.17	09:40:00	28237.76	28268.03	28220.36	28265.45	30	0	806
2026.02.17	09:41:00	28264.98	28284.04	28250.70	28276.64	30	0	806
2026.02.17	09:42:00	28271.20	28295.14	28263.71	28295.14	30	0	806
2026.02.17	09:43:00	28299.59	28324.52	28299.59	28310.12	30	0	806
2026.02.17	09:44:00	28296.62	28297.66	28270.59	28293.52	30	0	806
2026.02.17	09:45:00	28291.24	28335.48	28291.24	28294.44	30	0	806
2026.02.17	09:46:00	28301.54	28301.54	28267.46	28273.22	30	0	806
2026.02.17	09:47:00	28279.65	28307.50	28260.61	28260.61	30	0	806
2026.02.17	09:48:00	28272.63	28277.92	28251.21	28251.21	30	0	806
2026.02.17	09:49:00	28254.02	28286.47	28245.88	28282.96	30	0	806
2026.02.17	09:50:00	28283.43	28288.40	28224.17	28231.43	30	0	806
2026.02.17	09:51:00	28218.30	28218.40	28189.62	28218.40	30	0	806
2026.02.17	09:52:00	28219.89	28220.84	28188.89	28190.95	30	0	806
2026.02.17	09:53:00	28198.95	28205.02	28159.78	28159.78	30	0	806
2026.02.17	09:54:00	28159.01	28164.94	28137.04	28148.40	30	0	806
2026.02.17	09:55:00	28150.50	28150.50	28113.49	28127.69	30	0	806
2026.02.17	09:56:00	28126.95	28149.32	28122.98	28129.26	30	0	806
2026.02.17	09:57:00	28127.80	28127.80	28078.90	28078.90	30	0	806
2026.02.17	09:58:00	28074.17	28076.82	28041.19	28041.90	30	0	806
2026.02.17	09:59:00	28041.07	28052.11	28024.23	28042.87	30	0	806
2026.02.17	10:00:00	28037.53	28057.11	28032.18	28049.08	30	0	806
2026.02.17	10:01:00	28051.19	28068.03	28044.04	28057.62	30	0	806
2026.02.17	10:02:00	28055.71	28058.37	28027.95	28045.18	30	0	806
2026.02.17	10:03:00	28041.02	28077.15	28017.35	28017.35	30	0	806
2026.02.17	10:04:00	28023.56	28049.53	28005.06	28005.06	30	0	806
2026.02.17	10:05:00	28005.47	28005.47	27971.07	27987.67	30	0	806
2026.02.17	10:06:00	27996.38	28032.10	27967.68	28031.99	30	0	806
2026.02.17	10:07:00	28032.51	28034.25	27998.42	28004.31	30	0	806
2026.02.17	10:08:00	27999.57	28004.80	27973.94	27991.37	30	0	806
2026.02.17	10:09:00	27990.06	27990.06	27925.18	27929.43	30	0	806
2026.02.17	10:10:00	27935.91	27960.20	27929.35	27959.57	30	0	806
2026.02.17	10:11:00	27960.17	27974.40	27951.28	27966.79	30	0	806
2026.02.17	10:12:00	27977.54	28024.65	27975.36	28024.65	30	0	806
2026.02.17	10:13:00	28026.46	28058.54	28026.00	28057.15	30	0	806
2026.02.17	10:14:00	28059.92	28062.36	28032.68	28053.29	30	0	806
2026.02.17	10:15:00	28058.23	28080.52	28043.68	28049.53	30	0	806
2026.02.17	10:16:00	28037.69	28095.89	28037.69	28085.53	30	0	806
2026.02.17	10:17:00	28081.46	28117.73	28081.46	28117.73	30	0	806
2026.02.17	10:18:00	28109.29	28109.29	28040.99	28040.99	30	0	806
2026.02.17	10:19:00	28049.65	28068.71	28035.40	28063.97	30	0	806
2026.02.17	10:20:00	28072.05	28072.05	28037.96	28053.85	30	0	806
2026.02.17	10:21:00	28055.02	28061.57	28012.27	28012.27	30	0	806
2026.02.17	10:22:00	28015.63	28034.76	28010.13	28012.31	30	0	806
2026.02.17	10:23:00	28007.20	28016.12	27992.96	28016.12	30	0	806
2026.02.17	10:24:00	28006.65	28064.13	28006.65	28052.91	30	0	806
2026.02.17	10:25:00	28052.63	28073.81	28051.49	28061.77	30	0	806
2026.02.17	10:26:00	28061.10	28061.96	28042.65	28061.96	30	0	806
2026.02.17	10:27:00	28066.58	28082.05	28054.21	28057.27	30	0	806
2026.02.17	10:28:00	28057.49	28064.59	28022.06	28034.21	30	0	806
2026.02.17	10:29:00	28044.59	28059.77	28024.89	28024.89	30	0	806
2026.02.17	10:30:00	28029.92	28043.18	28006.60	28015.67	30	0	806
2026.02.17	10:31:00	28017.58	28040.58	28005.54	28011.90	30	0	806
2026.02.17	10:32:00	28010.76	28066.58	28010.76	28059.62	30	0	806
2026.02.17	10:33:00	28062.75	28115.69	28062.64	28115.69	30	0	806
2026.02.17	10:34:00	28112.70	28151.34	28102.09	28139.51	30	0	806
2026.02.17	10:35:00	28143.38	28144.45	28111.40	28111.40	30	0	806
2026.02.17	10:36:00	28110.14	28173.49	28103.37	28161.83	30	0	806
2026.02.17	10:37:00	28169.67	28178.38	28145.72	28178.38	30	0	806
2026.02.17	10:38:00	28174.93	28209.82	28171.53	28202.04	30	0	806
2026.02.17	10:39:00	28199.17	28199.17	28147.39	28147.39	30	0	806
2026.02.17	10:40:00	28149.89	28167.73	28094.79	28098.18	30	0	806
2026.02.17	10:41:00	28093.91	28153.79	28092.73	28141.53	30	0	806
2026.02.17	10:42:00	28145.20	28184.51	28145.20	28182.32	30	0	806
2026.02.17	10:43:00	28180.53	28203.12	28172.15	28197.42	30	0	806
2026.02.17	10:44:00	28194.65	28207.18	28181.75	28181.75	30	0	806
2026.02.17	10:45:00	28182.83	28194.24	28159.85	28168.96	30	0	806
2026.02.17	10:46:00	28169.31	28175.89	28140.44	28163.97	30	0	806
2026.02.17	10:47:00	28167.34	28174.41	28150.90	28158.95	30	0	806
2026.02.17	10:48:00	28155.44	28173.47	28144.73	28150.30	30	0	806
2026.02.17	10:49:00	28150.63	28171.66	28142.91	28142.91	30	0	806
2026.02.17	10:50:00	28146.17	28148.30	28118.86	28141.97	30	0	806
2026.02.17	10:51:00	28132.55	28141.00	28093.55	28094.29	30	0	806
2026.02.17	10:52:00	28092.17	28095.00	28034.52	28041.03	30	0	806
2026.02.17	10:53:00	28042.69	28051.36	28021.76	28038.06	30	0	806
2026.02.17	10:54:00	28032.50	28043.06	28016.98	28039.23	30	0	806
2026.02.17	10:55:00	28036.40	28061.52	28029.75	28035.73	30	0	806
2026.02.17	10:56:00	28030.88	28036.05	27991.53	28004.11	30	0	806
2026.02.17	10:57:00	28009.23	28054.21	28009.23	28043.83	30	0	806
2026.02.17	10:58:00	28044.04	28064.67	28028.86	28064.67	30	0	806
2026.02.17	10:59:00	28059.36	28082.00	28040.38	28082.00	30	0	806
2026.02.17	11:00:00	28076.19	28092.42	28066.16	28066.16	30	0	806
2026.02.17	11:01:00	28061.99	28091.76	28059.12	28079.54	30	0	806
2026.02.17	11:02:00	28066.93	28095.05	28048.13	28051.63	30	0	806
2026.02.17	11:03:00	28052.92	28061.06	28025.06	28054.41	30	0	806
2026.02.17	11:04:00	28053.65	28067.20	28037.83	28057.63	30	0	806
2026.02.17	11:05:00	28060.51	28118.31	28052.88	28112.89	30	0	806
2026.02.17	11:06:00	28115.04	28132.61	28101.56	28117.61	30	0	806
2026.02.17	11:07:00	28113.47	28160.64	28106.51	28160.39	30	0	806
2026.02.17	11:08:00	28157.62	28207.63	28157.62	28193.64	30	0	806
2026.02.17	11:09:00	28194.86	28194.86	28165.24	28181.20	30	0	806
2026.02.17	11:10:00	28173.93	28203.22	28169.42	28175.61	30	0	806
2026.02.17	11:11:00	28186.32	28186.32	28151.12	28159.44	30	0	806
2026.02.17	11:12:00	28166.83	28191.95	28160.65	28191.95	30	0	806
2026.02.17	11:13:00	28187.95	28187.95	28146.79	28148.12	30	0	806
2026.02.17	11:14:00	28145.54	28161.65	28115.53	28160.38	30	0	806
2026.02.17	11:15:00	28170.12	28214.78	28170.12	28207.49	30	0	806
2026.02.17	11:16:00	28199.99	28218.20	28184.47	28218.20	30	0	806
2026.02.17	11:17:00	28214.04	28232.39	28201.46	28219.75	30	0	806
2026.02.17	11:18:00	28220.50	28234.71	28212.04	28212.04	30	0	806
2026.02.17	11:19:00	28215.79	28226.40	28176.89	28182.78	30	0	806
2026.02.17	11:20:00	28177.75	28177.75	28114.72	28114.72	30	0	806
2026.02.17	11:21:00	28112.45	28112.74	28065.86	28065.86	30	0	806
2026.02.17	11:22:00	28064.27	28090.83	28059.28	28066.50	30	0	806
2026.02.17	11:23:00	28067.47	28072.06	28046.10	28069.33	30	0	806
2026.02.17	11:24:00	28074.31	28088.10	28048.22	28055.99	30	0	806
2026.02.17	11:25:00	28059.08	28094.37	28059.08	28071.84	30	0	806
2026.02.17	11:26:00	28067.26	28067.26	28039.66	28041.19	30	0	806
2026.02.17	11:27:00	28037.89	28037.89	27988.16	28028.94	30	0	806
2026.02.17	11:28:00	28025.60	28030.46	28012.48	28015.05	30	0	806
2026.02.17	11:29:00	28015.44	28027.09	27990.07	27999.64	30	0	806
2026.02.17	11:30:00	27994.63	28072.36	27992.95	28065.47	30	0	806
2026.02.17	11:31:00	28073.87	28106.49	28060.35	28106.49	30	0	806
2026.02.17	11:32:00	28099.89	28102.97	28043.76	28061.86	30	0	806
2026.02.17	11:33:00	28057.75	28105.04	28057.75	28102.74	30	0	806
2026.02.17	11:34:00	28101.26	28140.40	28098.27	28140.40	30	0	806
2026.02.17	11:35:00	28140.77	28166.85	28125.57	28125.57	30	0	806
2026.02.17	11:36:00	28115.46	28133.74	28102.47	28110.25	30	0	806
2026.02.17	11:37:00	28108.97	28118.28	28096.30	28117.50	30	0	806
2026.02.17	11:38:00	28106.89	28106.89	28076.25	28092.36	30	0	806
2026.02.17	11:39:00	28097.88	28107.06	28076.09	28076.09	30	0	806
2026.02.17	11:40:00	28080.40	28118.79	28057.84	28118.79	30	0	806
2026.02.17	11:41:00	28125.28	28149.91	28121.61	28147.03	30	0	806
2026.02.17	11:42:00	28153.38	28163.29	28142.22	28145.56	30	0	806
2026.02.17	11:43:00	28140.54	28192.83	28132.14	28189.55	30	0	806
2026.02.17	11:44:00	28190.66	28228.50	28190.66	28225.59	30	0	806
2026.02.17	11:45:00	28228.34	28234.03	28199.14	28199.14	30	0	806
2026.02.17	11:46:00	28200.63	28222.65	28192.57	28209.26	30	0	806
2026.02.17	11:47:00	28207.73	28246.55	28198.43	28245.19	30	0	806
2026.02.17	11:48:00	28244.63	28274.82	28240.04	28258.65	30	0	806
2026.02.17	11:49:00	28250.66	28265.53	28241.75	28264.04	30	0	806
2026.02.17	11:50:00	28262.84	28263.77	28215.47	28219.85	30	0	806
2026.02.17	11:51:00	28221.35	28248.88	28215.42	28244.53	30	0	806
2026.02.17	11:52:00	28245.71	28269.41	28238.01	28238.01	30	0	806
2026.02.17	11:53:00	28239.29	28242.87	28204.14	28204.14	30	0	806
2026.02.17	11:54:00	28210.88	28218.63	28175.21	28212.38	30	0	806
2026.02.17	11:55:00	28214.34	28214.34	28184.86	28184.92	30	0	806
2026.02.17	11:56:00	28198.54	28219.10	28179.67	28184.52	30	0	806
2026.02.17	11:57:00	28178.64	28210.78	28178.64	28191.89	30	0	806
2026.02.17	11:58:00	28195.26	28239.72	28195.26	28238.05	30	0	806
2026.02.17	11:59:00	28246.78	28261.75	28229.10	28255.38	30	0	806
2026.02.17	12:00:00	28248.56	28250.19	28225.47	28227.50	30	0	806
2026.02.17	12:01:00	28243.71	28254.31	28224.47	28241.50	30	0	806
2026.02.17	12:02:00	28241.70	28252.38	28181.14	28187.13	30	0	806
2026.02.17	12:03:00	28186.90	28203.32	28173.81	28182.60	30	0	806
2026.02.17	12:04:00	28176.73	28208.27	28160.15	28208.27	30	0	806
2026.02.17	12:05:00	28216.70	28251.51	28216.70	28247.71	30	0	806
2026.02.17	12:06:00	28253.41	28313.04	28249.71	28312.43	30	0	806
2026.02.17	12:07:00	28317.56	28342.34	28295.73	28342.34	30	0	806
2026.02.17	12:08:00	28342.10	28368.50	28342.10	28354.61	30	0	806
2026.02.17	12:09:00	28350.87	28365.19	28346.57	28365.19	30	0	806
2026.02.17	12:10:00	28365.31	28396.37	28358.67	28358.67	30	0	806
2026.02.17	12:11:00	28363.90	28384.44	28363.73	28382.17	30	0	806
2026.02.17	12:12:00	28387.58	28402.67	28384.43	28397.79	30	0	806
2026.02.17	12:13:00	28397.65	28403.18	28378.08	28393.20	30	0	806
2026.02.17	12:14:00	28385.33	28408.62	28369.85	28399.00	30	0	806
2026.02.17	12:15:00	28400.81	28401.89	28371.80	28393.58	30	0	806
2026.02.17	12:16:00	28391.58	28425.63	28374.99	28425.63	30	0	806
2026.02.17	12:17:00	28417.21	28428.20	28400.92	28419.57	30	0	806
2026.02.17	12:18:00	28412.77	28439.11	28409.69	28409.69	30	0	806
2026.02.17	12:19:00	28409.66	28409.66	28365.91	28381.60	29	0	806
2026.02.17	12:20:00	28392.89	28460.09	28392.89	28438.37	30	0	806
2026.02.17	12:21:00	28430.42	28434.19	28406.55	28428.98	30	0	806
2026.02.17	12:22:00	28437.47	28463.60	28423.37	28428.69	30	0	806
2026.02.17	12:23:00	28433.23	28446.03	28423.51	28423.51	30	0	806
2026.02.17	12:24:00	28431.97	28439.27	28392.30	28402.52	30	0	806
2026.02.17	12:25:00	28403.13	28415.03	28376.25	28394.14	30	0	806
2026.02.17	12:26:00	28396.75	28451.03	28396.34	28422.32	30	0	806
2026.02.17	12:27:00	28417.03	28438.94	28411.66	28438.94	30	0	806
2026.02.17	12:28:00	28431.66	28481.10	28423.52	28480.79	30	0	806
2026.02.17	12:29:00	28484.55	28516.06	28484.55	28516.06	29	0	806
2026.02.17	12:30:00	28512.30	28519.07	28484.27	28484.27	30	0	806
2026.02.17	12:31:00	28493.66	28528.71	28489.40	28527.43	30	0	806
2026.02.17	12:32:00	28518.92	28554.09	28513.51	28547.65	30	0	806
2026.02.17	12:33:00	28550.71	28569.51	28529.18	28529.18	30	0	806
2026.02.17	12:34:00	28524.80	28528.68	28495.52	28505.61	30	0	806
2026.02.17	12:35:00	28505.88	28526.56	28495.22	28520.27	30	0	806
2026.02.17	12:36:00	28515.64	28575.25	28507.25	28575.25	30	0	806
2026.02.17	12:37:00	28577.35	28597.41	28557.93	28583.94	30	0	806
2026.02.17	12:38:00	28580.36	28581.20	28553.78	28558.94	30	0	806
2026.02.17	12:39:00	28561.32	28565.32	28509.35	28524.12	30	0	806
2026.02.17	12:40:00	28514.20	28529.93	28498.32	28498.81	30	0	806
2026.02.17	12:41:00	28492.28	28544.47	28492.28	28544.47	30	0	806
2026.02.17	12:42:00	28536.23	28562.08	28517.75	28553.65	30	0	806
2026.02.17	12:43:00	28550.69	28593.02	28550.69	28560.71	30	0	806
2026.02.17	12:44:00	28565.78	28584.95	28553.03	28579.91	30	0	806
2026.02.17	12:45:00	28586.42	28655.73	28585.47	28648.65	30	0	806
2026.02.17	12:46:00	28647.07	28647.37	28617.11	28618.47	30	0	806
2026.02.17	12:47:00	28613.82	28619.73	28574.77	28607.64	30	0	806
2026.02.17	12:48:00	28607.79	28625.82	28591.50	28610.72	30	0	806
2026.02.17	12:49:00	28610.39	28649.02	28610.39	28639.81	30	0	806
2026.02.17	12:50:00	28637.71	28642.96	28609.07	28628.18	30	0	806
2026.02.17	12:51:00	28625.35	28666.63	28618.08	28666.63	30	0	806
2026.02.17	12:52:00	28676.37	28692.31	28671.02	28691.47	30	0	806
2026.02.17	12:53:00	28694.36	28694.36	28668.91	28669.39	30	0	806
2026.02.17	12:54:00	28672.49	28696.99	28650.30	28686.06	30	0	806
2026.02.17	12:55:00	28683.24	28704.60	28683.24	28703.29	30	0	806
2026.02.17	12:56:00	28704.99	28711.63	28675.91	28677.36	30	0	806
2026.02.17	12:57:00	28683.66	28697.31	28669.46	28676.14	30	0	806
2026.02.17	12:58:00	28670.33	28670.59	28635.86	28654.33	30	0	806
2026.02.17	12:59:00	28660.55	28663.69	28615.85	28627.65	30	0	806
2026.02.17	13:00:00	28628.90	28687.11	28627.08	28667.92	30	0	806
2026.02.17	13:01:00	28670.31	28712.23	28663.20	28706.85	30	0	806
2026.02.17	13:02:00	28703.00	28703.62	28684.72	28687.57	30	0	806
2026.02.17	13:03:00	28685.54	28710.41	28685.54	28689.83	30	0	806
2026.02.17	13:04:00	28688.22	28706.54	28643.07	28650.67	30	0	806
2026.02.17	13:05:00	28644.55	28670.62	28630.08	28670.62	30	0	806
2026.02.17	13:06:00	28665.60	28665.60	28580.25	28581.71	30	0	806
2026.02.17	13:07:00	28575.15	28578.00	28551.21	28575.20	30	0	806
2026.02.17	13:08:00	28580.58	28634.90	28573.29	28626.50	30	0	806
2026.02.17	13:09:00	28624.63	28679.39	28613.05	28670.66	30	0	806
2026.02.17	13:10:00	28670.47	28718.96	28665.53	28713.32	30	0	806
2026.02.17	13:11:00	28700.54	28708.19	28603.09	28608.68	30	0	806
2026.02.17	13:12:00	28617.70	28630.01	28614.36	28617.32	30	0	806
2026.02.17	13:13:00	28612.08	28612.08	28535.15	28537.37	30	0	806
2026.02.17	13:14:00	28550.11	28584.03	28545.56	28577.88	30	0	806
2026.02.17	13:15:00	28572.97	28596.15	28555.78	28584.72	30	0	806
2026.02.17	13:16:00	28587.17	28587.77	28565.43	28580.76	30	0	806
2026.02.17	13:17:00	28586.73	28610.12	28573.40	28610.12	30	0	806
2026.02.17	13:18:00	28622.98	28636.51	28617.17	28628.27	30	0	806
2026.02.17	13:19:00	28624.15	28631.49	28603.31	28618.46	30	0	806
2026.02.17	13:20:00	28612.47	28645.86	28610.13	28611.15	29	0	806
2026.02.17	13:21:00	28611.84	28611.84	28551.96	28556.14	30	0	806
2026.02.17	13:22:00	28558.95	28588.82	28558.95	28582.28	30	0	806
2026.02.17	13:23:00	28582.85	28627.27	28581.95	28614.54	29	0	806
2026.02.17	13:24:00	28605.06	28662.04	28600.95	28656.99	30	0	806
2026.02.17	13:25:00	28652.72	28666.53	28614.57	28635.39	30	0	806
2026.02.17	13:26:00	28636.96	28645.91	28619.09	28627.49	30	0	806
2026.02.17	13:27:00	28620.95	28632.05	28595.14	28595.14	30	0	806
2026.02.17	13:28:00	28599.06	28617.02	28581.37	28600.72	30	0	806
2026.02.17	13:29:00	28598.64	28606.12	28566.51	28578.43	30	0	806
2026.02.17	13:30:00	28579.96	28586.70	28558.34	28560.58	30	0	806
2026.02.17	13:31:00	28561.99	28607.77	28557.04	28603.83	30	0	806
2026.02.17	13:32:00	28604.92	28604.92	28567.68	28570.67	30	0	806
2026.02.17	13:33:00	28570.30	28581.16	28525.58	28525.78	30	0	806
2026.02.17	13:34:00	28527.26	28536.93	28519.94	28521.86	30	0	806
2026.02.17	13:35:00	28528.48	28531.23	28493.80	28495.14	30	0	806
2026.02.17	13:36:00	28495.98	28545.47	28488.64	28505.81	30	0	806
2026.02.17	13:37:00	28499.93	28508.10	28476.03	28508.10	30	0	806
2026.02.17	13:38:00	28500.22	28525.61	28500.22	28517.55	30	0	806
2026.02.17	13:39:00	28524.98	28556.67	28514.26	28552.30	30	0	806
2026.02.17	13:40:00	28543.88	28550.37	28510.09	28512.82	30	0	806
2026.02.17	13:41:00	28511.70	28542.44	28506.51	28541.90	30	0	806
2026.02.17	13:42:00	28541.43	28563.91	28528.65	28543.53	30	0	806
2026.02.17	13:43:00	28542.07	28552.24	28517.60	28528.98	30	0	806
2026.02.17	13:44:00	28531.99	28544.84	28521.12	28530.01	30	0	806
2026.02.17	13:45:00	28523.69	28534.81	28471.43	28471.43	30	0	806
2026.02.17	13:46:00	28474.81	28516.49	28474.64	28494.88	30	0	806
2026.02.17	13:47:00	28490.59	28505.42	28481.51	28499.76	30	0	806
2026.02.17	13:48:00	28498.12	28498.12	28458.58	28458.58	30	0	806
2026.02.17	13:49:00	28455.41	28458.40	28404.53	28412.01	30	0	806
2026.02.17	13:50:00	28404.86	28485.16	28404.86	28485.16	30	0	806
2026.02.17	13:51:00	28492.00	28492.00	28462.17	28462.17	30	0	806
2026.02.17	13:52:00	28461.78	28483.49	28452.50	28452.50	30	0	806
2026.02.17	13:53:00	28455.62	28475.51	28435.78	28457.60	30	0	806
2026.02.17	13:54:00	28459.03	28467.69	28411.08	28421.81	30	0	806
2026.02.17	13:55:00	28422.69	28443.62	28388.98	28434.41	30	0	806
2026.02.17	13:56:00	28433.21	28439.44	28394.82	28404.61	30	0	806
2026.02.17	13:57:00	28410.93	28428.37	28380.06	28399.53	30	0	806
2026.02.17	13:58:00	28396.99	28399.87	28365.57	28391.98	30	0	806
2026.02.17	13:59:00	28386.01	28409.74	28379.33	28395.15	30	0	806
2026.02.17	14:00:00	28395.37	28418.04	28384.12	28384.12	30	0	806
2026.02.17	14:01:00	28385.32	28401.30	28364.36	28400.88	30	0	806
2026.02.17	14:02:00	28400.14	28446.54	28399.22	28431.06	30	0	806
2026.02.17	14:03:00	28431.53	28441.23	28365.33	28366.38	30	0	806
2026.02.17	14:04:00	28364.21	28364.21	28303.50	28304.58	30	0	806
2026.02.17	14:05:00	28302.62	28330.02	28302.62	28320.11	30	0	806
2026.02.17	14:06:00	28318.12	28346.12	28318.12	28338.87	30	0	806
2026.02.17	14:07:00	28339.91	28339.91	28320.47	28334.66	30	0	806
2026.02.17	14:08:00	28335.47	28335.47	28299.28	28301.34	30	0	806
2026.02.17	14:09:00	28288.55	28294.84	28247.92	28247.92	30	0	806
2026.02.17	14:10:00	28244.46	28253.68	28232.13	28246.66	30	0	806
2026.02.17	14:11:00	28257.51	28261.98	28184.98	28192.73	30	0	806
2026.02.17	14:12:00	28191.64	28222.78	28177.82	28220.68	30	0	806
2026.02.17	14:13:00	28221.43	28243.01	28203.97	28203.97	30	0	806
2026.02.17	14:14:00	28210.85	28249.31	28210.85	28248.78	30	0	806
2026.02.17	14:15:00	28248.57	28299.66	28241.17	28296.29	30	0	806
2026.02.17	14:16:00	28304.74	28337.31	28297.80	28324.32	30	0	806
2026.02.17	14:17:00	28327.49	28353.41	28302.86	28340.11	30	0	806
2026.02.17	14:18:00	28338.42	28369.33	28332.72	28367.05	30	0	806
2026.02.17	14:19:00	28359.74	28402.35	28337.46	28400.50	30	0	806
2026.02.17	14:20:00	28401.78	28423.48	28389.88	28405.78	30	0	806
2026.02.17	14:21:00	28410.42	28418.17	28394.35	28412.58	30	0	806
2026.02.17	14:22:00	28412.08	28422.15	28377.23	28383.56	30	0	806
2026.02.17	14:23:00	28392.53	28417.04	28382.03	28417.04	30	0	806
2026.02.17	14:24:00	28422.17	28470.14	28418.20	28470.14	30	0	806
2026.02.17	14:25:00	28472.94	28482.73	28448.52	28455.89	30	0	806
2026.02.17	14:26:00	28454.93	28472.01	28450.32	28458.66	30	0	806
2026.02.17	14:27:00	28467.62	28481.62	28449.05	28475.22	30	0	806
2026.02.17	14:28:00	28483.39	28483.39	28425.04	28429.08	30	0	806
2026.02.17	14:29:00	28430.38	28439.30	28402.44	28436.58	30	0	806
2026.02.17	14:30:00	28442.39	28444.08	28399.44	28422.83	30	0	806
2026.02.17	14:31:00	28426.55	28452.15	28415.36	28415.36	30	0	806
2026.02.17	14:32:00	28419.40	28424.76	28365.11	28365.11	30	0	806
2026.02.17	14:33:00	28357.95	28392.46	28353.95	28391.79	30	0	806
2026.02.17	14:34:00	28385.47	28402.00	28384.10	28402.00	30	0	806
2026.02.17	14:35:00	28402.24	28405.26	28369.83	28369.83	30	0	806
2026.02.17	14:36:00	28374.31	28377.54	28353.27	28353.59	30	0	806
2026.02.17	14:37:00	28343.55	28375.27	28340.67	28370.27	30	0	806
2026.02.17	14:38:00	28367.04	28422.25	28364.58	28422.25	30	0	806
2026.02.17	14:39:00	28426.79	28439.78	28410.28	28410.50	30	0	806
2026.02.17	14:40:00	28401.28	28454.20	28400.32	28449.25	30	0	806
2026.02.17	14:41:00	28454.47	28466.91	28427.56	28427.56	30	0	806
2026.02.17	14:42:00	28428.62	28428.62	28375.67	28375.67	30	0	806
2026.02.17	14:43:00	28368.10	28377.33	28341.23	28345.49	30	0	806
2026.02.17	14:44:00	28350.62	28371.32	28335.41	28371.32	30	0	806
2026.02.17	14:45:00	28372.93	28388.33	28355.81	28388.33	30	0	806
2026.02.17	14:46:00	28389.01	28433.15	28389.01	28410.33	30	0	806
2026.02.17	14:47:00	28412.25	28456.92	28404.48	28440.00	30	0	806
2026.02.17	14:48:00	28444.85	28452.11	28438.18	28452.11	30	0	806
2026.02.17	14:49:00	28449.91	28452.67	28424.66	28443.34	30	0	806
2026.02.17	14:50:00	28442.32	28458.07	28435.33	28451.17	30	0	806
2026.02.17	14:51:00	28450.27	28472.92	28439.55	28448.97	30	0	806
2026.02.17	14:52:00	28446.15	28446.15	28416.10	28439.08	30	0	806
2026.02.17	14:53:00	28442.98	28442.98	28404.29	28433.03	30	0	806
2026.02.17	14:54:00	28431.91	28447.74	28407.71	28412.75	30	0	806
2026.02.17	14:55:00	28417.15	28434.18	28399.28	28434.18	30	0	806
2026.02.17	14:56:00	28432.54	28439.16	28417.65	28438.09	30	0	806
2026.02.17	14:57:00	28446.28	28446.28	28411.66	28428.05	30	0	806
2026.02.17	14:58:00	28428.67	28449.58	28415.34	28449.13	30	0	806
2026.02.17	14:59:00	28447.13	28447.13	28389.28	28423.41	30	0	806
2026.02.17	15:00:00	28414.98	28442.17	28401.12	28401.12	30	0	806
2026.02.17	15:01:00	28395.62	28476.43	28395.62	28474.38	30	0	806
2026.02.17	15:02:00	28473.47	28499.42	28438.26	28499.42	30	0	806
2026.02.17	15:03:00	28502.47	28502.48	28435.38	28464.92	30	0	806
2026.02.17	15:04:00	28471.69	28534.56	28467.62	28534.56	30	0	806
2026.02.17	15:05:00	28533.19	28557.14	28524.23	28533.70	30	0	806
2026.02.17	15:06:00	28531.64	28531.64	28471.52	28480.27	30	0	806
2026.02.17	15:07:00	28490.57	28498.59	28472.99	28482.97	29	0	806
2026.02.17	15:08:00	28489.35	28489.35	28446.30	28467.88	30	0	806
2026.02.17	15:09:00	28464.50	28464.50	28428.64	28456.18	30	0	806
2026.02.17	15:10:00	28458.24	28468.53	28454.64	28460.88	30	0	806
2026.02.17	15:11:00	28458.59	28509.76	28458.59	28508.82	30	0	806
2026.02.17	15:12:00	28512.13	28518.70	28461.58	28482.62	30	0	806
2026.02.17	15:13:00	28484.78	28521.50	28483.67	28518.26	30	0	806
2026.02.17	15:14:00	28509.85	28517.18	28484.93	28512.77	30	0	806
2026.02.17	15:15:00	28509.92	28584.05	28506.74	28579.59	30	0	806
2026.02.17	15:16:00	28581.46	28628.57	28581.46	28623.85	30	0	806
2026.02.17	15:17:00	28610.56	28612.33	28583.94	28604.48	30	0	806
2026.02.17	15:18:00	28603.48	28613.52	28585.73	28585.73	30	0	806
2026.02.17	15:19:00	28599.23	28599.94	28564.67	28585.68	30	0	806
2026.02.17	15:20:00	28592.66	28628.12	28587.95	28623.19	30	0	806
2026.02.17	15:21:00	28618.09	28681.25	28618.09	28680.50	30	0	806
2026.02.17	15:22:00	28685.29	28690.62	28661.36	28669.92	30	0	806
